Provenance;Terms involved;Ontology;Requirement description;Result
https://git.onem2m.org/MAS/BaseOntology/blob/master/base_ontology.owl^^xsd:anyURI;'["ThingProperty","Variable"]';https://saref.etsi.org/core/v3.1.1/;"A Variable constitutes a super class to the following classes: ThingProperty; OperationInput; OperationOutput; InputDataPoint; OutputDataPoint; SimpleTypeVariable; StructuredTypeVariable";undefined
https://git.onem2m.org/MAS/BaseOntology/blob/master/base_ontology.owl^^xsd:anyURI;'["SensingFunction","Function"]';https://saref.etsi.org/core/v3.1.1/;A measuring functionality is a type of function;passed
https://git.onem2m.org/MAS/BaseOntology/blob/master/base_ontology.owl^^xsd:anyURI;'["Device","hasFunction","Function"]';https://saref.etsi.org/core/v3.1.1/;A device can be designed to perform more than one function.;passed
https://git.onem2m.org/MAS/BaseOntology/blob/master/base_ontology.owl^^xsd:anyURI;'["Function","refersTo","Aspect"]';https://saref.etsi.org/core/v3.1.1/;A function refers to a certain Aspect.;undefined
https://git.onem2m.org/MAS/BaseOntology/blob/master/base_ontology.owl^^xsd:anyURI;'["ActuatingFunction","Function"]';https://saref.etsi.org/core/v3.1.1/;ControllingFunction  is a sub-class of Function that only controls/influences real world Aspects that the Function relates to;passed
https://git.onem2m.org/MAS/BaseOntology/blob/master/base_ontology.owl^^xsd:anyURI;'["SensingFunction","Function"]';https://saref.etsi.org/core/v3.1.1/;MeasuringFunction (Class: MeasuringFunction) is a sub-class of Function that only measures/senses real world Aspects that the Function relates to.;passed
https://git.onem2m.org/MAS/BaseOntology/blob/master/base_ontology.owl^^xsd:anyURI;["Aspect"];https://saref.etsi.org/core/v3.1.1/;An aspect is an entity;undefined
https://git.onem2m.org/MAS/BaseOntology/blob/master/base_ontology.owl^^xsd:anyURI;'["Function","refersTo","Aspect"]';https://saref.etsi.org/core/v3.1.1/;An aspect describes the real-world aspect that a function;undefined
https://git.onem2m.org/MAS/BaseOntology/blob/master/base_ontology.owl^^xsd:anyURI;'["Variable","describes","Aspect"]';https://saref.etsi.org/core/v3.1.1/;Aspect is also used to describe a quality or kind of OperationInput- or OperationOutput variables.;undefined
https://git.onem2m.org/MAS/BaseOntology/blob/master/base_ontology.owl^^xsd:anyURI;'["Function","hasCommand","Command"]';https://saref.etsi.org/core/v3.1.1/;A Command (Class: Command) represents an action that can be performed to support the Function.;passed
https://git.onem2m.org/MAS/BaseOntology/blob/master/base_ontology.owl^^xsd:anyURI;'["Operation","exposesCommand","Command"]';https://saref.etsi.org/core/v3.1.1/;An Operation exposes a Command to the network.;undefined
https://git.onem2m.org/MAS/BaseOntology/blob/master/base_ontology.owl^^xsd:anyURI;'["OperationOutput","Variable"]';https://saref.etsi.org/core/v3.1.1/;"A Variable constitutes a super class to the following classes: ThingProperty; OperationInput; OperationOutput; InputDataPoint; OutputDataPoint; SimpleTypeVariable; StructuredTypeVariable";undefined
https://git.onem2m.org/MAS/BaseOntology/blob/master/base_ontology.owl^^xsd:anyURI;'["InputDataPoint","Variable"]';https://saref.etsi.org/core/v3.1.1/;"A Variable constitutes a super class to the following classes: ThingProperty; OperationInput; OperationOutput; InputDataPoint; OutputDataPoint; SimpleTypeVariable; StructuredTypeVariable";undefined
https://git.onem2m.org/MAS/BaseOntology/blob/master/base_ontology.owl^^xsd:anyURI;'["OutputDataPoint","Variable"]';https://saref.etsi.org/core/v3.1.1/;"A Variable constitutes a super class to the following classes: ThingProperty; OperationInput; OperationOutput; InputDataPoint; OutputDataPoint; SimpleTypeVariable; StructuredTypeVariable";undefined
https://git.onem2m.org/MAS/BaseOntology/blob/master/base_ontology.owl^^xsd:anyURI;'["SimpleTypeVariable","Variable"]';https://saref.etsi.org/core/v3.1.1/;"A Variable constitutes a super class to the following classes: ThingProperty; OperationInput; OperationOutput; InputDataPoint; OutputDataPoint; SimpleTypeVariable; StructuredTypeVariable";undefined
https://git.onem2m.org/MAS/BaseOntology/blob/master/base_ontology.owl^^xsd:anyURI;'["Variable","hasConversion","VariableConversion"]';https://saref.etsi.org/core/v3.1.1/;A variable conversion represents a conversion rule from the value range of one Variable into the value range of another Variable.;undefined
https://git.onem2m.org/MAS/BaseOntology/blob/master/base_ontology.owl^^xsd:anyURI;'["StructuredTypeVariable","hasSubStructure","Variable"]';https://saref.etsi.org/core/v3.1.1/;A variable can can consist of (sub-) variables.;undefined
https://git.onem2m.org/MAS/BaseOntology/blob/master/base_ontology.owl^^xsd:anyURI;'["Command","hasInput","OperationInput"]';https://saref.etsi.org/core/v3.1.1/;OperationInput and OperationOutput of the related Operation can parameterize the command.;undefined
